id,target,SNR,sqrtSX,F0,F1,h0,alpha,delta,psi,phi,cosi
00013,0,0.0,1e-23,416.41881395732554,-9.423612382571847e-11,0.0,3.646547138896335,-0.3166687313313647,-0.6459408421098632,1.038599442887877,-0.2505745931631487
00014,1,386.42511984329593,1e-23,397.4559012390195,1.2902799242189199e-11,1.4285714285714285e-24,4.108707128164443,0.23997191330893694,-0.6448645957341711,5.8114152701865605,-0.969391038696741
00015,0,0.0,1e-23,398.11080760754027,3.914873123662546e-11,0.0,5.725598397595241,-0.29547964728401915,-0.052658442428672236,3.350842283243694,0.33324880491716335
00016,1,168.53782581998368,1e-23,398.29017480093273,-9.27959419466661e-11,1.4285714285714285e-24,5.791025624253375,0.15265605926989556,-0.10002184493631983,0.13588620096698398,0.28762812086075495
00017,1,420.3790815526603,1e-23,415.17225111547634,-9.954570349616665e-12,1.4285714285714285e-24,0.33306147622313564,-0.8739844075711576,-0.7529010691481459,4.684921227887088,-0.9996051560586225
00018,0,0.0,1e-23,411.5539401974701,5.5842801592458426e-11,0.0,0.9160154728863983,-0.18546220741947952,0.5367449503280242,1.6449855964673492,-0.9040091995554964
00019,0,0.0,1e-23,399.98351013220935,-9.235917612349616e-11,0.0,1.6851738802005127,-1.0957403304040159,0.17755616357126103,2.440222213427984,0.5611148788382676
00020,0,0.0,1e-23,393.48348900341784,-1.3367764710308254e-11,0.0,5.63681212543333,-1.3915353010358673,-0.5908811060919607,5.585599699570722,-0.4789147668834064
00021,1,317.04752097271324,1e-23,397.2722027233916,-3.3356957487959966e-11,1.4285714285714285e-24,5.820705625452276,-0.8976684828747731,0.3162070978079401,5.79990663156791,0.729372472726703
00022,1,170.9784261142418,1e-23,416.99402871281916,5.380844720681549e-11,1.4285714285714285e-24,5.802589369695431,0.22305974065457554,0.7306392950532257,1.7282988775690697,0.24244874009070716
00023,0,0.0,1e-23,395.667558602436,7.292162000804543e-11,0.0,2.54837757575604,-0.9927338411383565,-0.19196840697597484,3.3201383028281253,0.5014907226137626
00024,0,0.0,1e-23,407.67067232793806,-4.398606900064106e-11,0.0,1.115775248409602,-0.4965992086402521,0.07018337998175939,5.476012163894634,-0.8267112989909897
00025,0,0.0,1e-23,405.43880747205634,3.1670549399861686e-11,0.0,2.29533165171273,-1.1504271221291296,-0.7429660957102783,5.783325309316351,-0.18290609245552258
00026,0,0.0,1e-23,396.9372545456581,-4.4843651327150415e-12,0.0,5.136661070078596,-0.6985549750768709,-0.33348743574473727,0.87441611447025,0.21724321050299933
00027,0,0.0,1e-23,390.24335863931543,-5.983868300255262e-11,0.0,3.3645995958053363,0.09807755927258224,0.3830678809834438,0.6395258086021716,-0.13876991934724292
00028,1,365.2180701470527,1e-23,390.1496643240755,-1.0951604655060903e-11,1.4285714285714285e-24,6.0098589973483145,-0.4397304159273592,0.7264691253510014,2.3376932669963866,0.8926012009834714
00029,1,154.50968531948763,1e-23,392.49733531219545,-7.379065192639938e-11,1.4285714285714285e-24,5.4801379836879995,-1.1046671717052376,-0.4800709755780032,1.2021301327146354,0.0757847327614054
00030,1,297.01151319451253,1e-23,410.1573779935967,-3.246286235573823e-11,1.4285714285714285e-24,5.47671524275566,0.9289986592039096,0.12030975481459472,2.2791502210635985,-0.6738011341985102
00031,1,188.9053936279636,1e-23,408.8581519572818,4.3156661855845213e-11,1.4285714285714285e-24,0.5353095294530489,0.5904509727174916,0.01770217104985483,6.189797470568242,0.3386342518162986
00032,0,0.0,1e-23,407.03985813045716,-9.55604044764988e-11,0.0,2.998198760274219,0.16325742729322842,-0.17878250026790998,3.1453657988702917,-0.9763511246573753
00033,0,0.0,1e-23,399.87409175061487,-1.846302656785668e-11,0.0,1.3978299431232502,-0.4364297887578802,0.3987731641637735,5.212480545382677,0.038514217426862896
00034,0,0.0,1e-23,403.40127515089563,-4.3450439393948797e-11,0.0,2.5177759630235483,-1.1802183245679698,0.6426585754599201,0.980713039490868,0.20465440644194666
00035,1,363.77253817364857,1e-23,412.65084849614146,4.990329841042184e-11,1.4285714285714285e-24,1.6792398493517227,-0.0295984008717403,0.16651554757892928,4.445439530671092,0.9156798900312912
00036,1,234.8949561406214,1e-23,411.0438658894279,2.1123309474893157e-11,1.4285714285714285e-24,2.4661441208225576,-0.5425086748905789,-0.13122558301190212,2.419743811939539,0.5109194453175747
00037,0,0.0,1e-23,408.5753120816835,-7.402521049841798e-11,0.0,0.8970403527271308,-0.9219348614039838,-0.025172137833169295,1.7665580745549845,-0.3295630644633174
00038,1,364.47103967790264,1e-23,412.6477040978418,9.423973412931005e-11,1.4285714285714285e-24,0.9044864994024299,0.7559055616299245,-0.7535468563989853,3.477681973944366,0.865597342532257
00039,0,0.0,1e-23,411.2796212552595,6.35214090037746e-11,0.0,2.8508204919857567,0.08232449778226326,0.4036862223676365,3.763718640975568,-0.2589021444335422
